"id","title","descriptionHtml","url","imageUrl","images","price","compareAtPrice","currencyCode","currencySymbol","inventory"
"303","Platinum Blonde - Wrap Ponytail Clip In Hair Extensions 12 / 16 / 22 Inch","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Platinum Blonde

Shade Guide: Cool

Available in 12"", 16"" and 22""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/platinum-blonde-wrap-ponytail-clip-in-hair-extensions/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/4345/Platinum_Blonde__73121__00251.1782310565.386.513.webp?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/4472/chloeadair1_34__41706.1786019143.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/1989/Platinum_wm__67389.1786019143.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/1118/1557242510-33181200__24664.1786019143.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/1119/1557242504-82413300__11077.1782310565.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/2123/Foxy_Locks_ponytail_shade__99456.1786019143.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/2119/12_Ponytail_Latte_Blonde-__89182.1786019143.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/2122/16_Ponytail_Brondie-__83498.1786019143.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/1117/foxy-locks-platinum-blonde-wrap-ponytail-clip-in-hair-extensions-12-16-22-26-inch-p450-4646_image__31827.1786019142.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/2121/22_Ponytail_Hollywood_Blonde_3__59282.1786019143.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/303/images/2120/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__10845.1782310565.386.513.jpg?c=1","79.00","79.00","GBP","£","19"
"304","Jet Black - Wrap Ponytail Clip In Hair Extensions 12 / 16 / 22 Inch","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Jet Black

Shade Guide: Neutral

Available in 12"", 16"", and 22""

Discover the elegance and simplicity of our clip-in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from three different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/jet-black-wrap-ponytail-clip-in-hair-extensions-12-16-22-inch/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/4336/Jet_Black__52533__88379.1782310183.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/4477/chloeadair1_39__48783.1786019246.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/1987/Jet_Black_wm__10811.1786019246.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/1115/1557236638-98028200__51846.1786019246.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/1116/1557236633-24104600__37664.1782310183.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/1988/Foxy_Locks_ponytail_shade__81064.1786019246.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/2115/12_Ponytail_Latte_Blonde-__30991.1786019246.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/2117/16_Ponytail_Brondie-__70671.1786019246.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/2118/22_Ponytail_Hollywood_Blonde_3__94419.1786019246.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/2114/26_Ponytail_Brown_Black_1-__94203.1786019246.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/304/images/2116/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__39276.1782310183.386.513.jpg?c=1","79.00","79.00","GBP","£","27"
"312","Milk Chocolate Wrap Ponytail Clip In Hair Extensions","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Milk Chocolate

Shade Guide: Neutral

Available in 16""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/milk-chocolate-wrap-ponytail-clip-in-hair-extensions/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/312/images/1984/Milk_Chocolate_wm__89247.1703008112.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/312/images/1091/1557237048-12242100__58712.1703008111.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/312/images/1985/Foxy_Locks_ponytail_shade__07433.1703008132.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/312/images/2105/12_Ponytail_Latte_Blonde-__90717.1703091287.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/312/images/2107/16_Ponytail_Brondie-__88054.1703091288.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/312/images/2108/22_Ponytail_Hollywood_Blonde_3__76516.1703091288.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/312/images/2106/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__58743.1703091288.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/312/images/2104/26_Ponytail_Brown_Black_1-__63797.1703091287.386.513.jpg?c=1","110.00","199.00","GBP","£","6"
"324","Chocolate - Wrap Ponytail Clip In Hair Extensions 12 / 16 / 22 Inch","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Chocolate

Shade Guide: Warm

Available in 12"", 16"" and 22""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from three different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/chocolate-wrap-ponytail-clip-in-hair-extensions-12-16-22-inch/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/4334/Chocolate__96267__33101.1782310103.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/4484/chloeadair1_20__96076.1786022287.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/1056/1557237941-53618300__47746.1782310103.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/1982/Chocolate_wm__97370.1786022287.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/1055/1557237946-94338500__37410.1786022287.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/2098/Foxy_Locks_ponytail_shade__05000.1786022287.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/2094/12_Ponytail_Latte_Blonde-__00113.1786022287.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/2095/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__33009.1782310103.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/2097/16_Ponytail_Brondie-__86592.1786022287.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/2096/22_Ponytail_Hollywood_Blonde_3__18332.1786022287.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/324/images/2093/26_Ponytail_Brown_Black_1-__43510.1786022287.386.513.jpg?c=1","79.00","79.00","GBP","£","108"
"336","Caramel Wrap Ponytail Clip In Hair Extensions","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Caramel

Shade Guide: Neutral

Available in 22""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from three different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/caramel-wrap-ponytail-clip-in-hair-extensions/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/336/images/2136/Caramel_wm__03552.1703173830.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/336/images/1021/foxy-locks-caramel-wrap-ponytail-clip-in-hair-extensions-12-16-22-26-inch-p439-4649_image__73057.1707302665.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/336/images/2081/12_Ponytail_Latte_Blonde-__57721.1707302665.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/336/images/2083/16_Ponytail_Brondie-__14995.1707302665.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/336/images/2146/22_Ponytail_Hollywood_Blonde_3__34939__62165.1707302666.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/336/images/2082/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__96784.1707302665.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/336/images/2080/26_Ponytail_Brown_Black_1-__52023.1707302665.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/336/images/2085/Foxy_Locks_ponytail_shade__21804.1707302665.386.513.jpg?c=1","79.00","79.00","GBP","£","4"
"344","Cinnamon Ginger - Wrap Ponytail Clip In Hair Extensions 12 / 16 / 22 Inch","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Cinnamon Ginger

Shade Guide: Warm

Available in 12"", 16"" and 22""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from three different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/cinnamon-ginger-wrap-ponytail-clip-in-hair-extensions-12-16-22-inch/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/4330/Cinnamon_Ginger__25764__42265.1782309921.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/4470/chloeadair1_32__71567.1786019067.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/1976/Cinnamon_wm__81840.1786019067.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/2057/22_Cinnamon_ginger_ponytail__20771.1786019067.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/996/1557238435-99459700__87526.1782309921.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/997/1557238430-07307100__90820.1782309921.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/1977/Foxy_Locks_ponytail_shade__02191.1703007907.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/2055/12_Ponytail_Latte_Blonde-__35587.1703087097.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/2058/16_Ponytail_Brondie-__13494.1703087098.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/2147/22_Ponytail_Hollywood_Blonde_3__34939__54358.1707302768.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/344/images/2056/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__36108.1782309921.386.513.jpg?c=1","79.00","79.00","GBP","£","204"
"347","Sandy Blonde - Wrap Ponytail Clip In Hair Extensions 12 / 16 / 22 Inch","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Sandy Blonde

Shade Guide: Warm

Available in 12"", 16"" and 22""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from three different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/sandy-blonde-wrap-ponytail-clip-in-hair-extensions/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/4529/ChatGPT_Image_Aug_10_2026_10_55_05_AM__00590.1786355871.386.513.png?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/4343/Sandy_Blonde__46052_1__03612.1786355871.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/989/foxy-locks-sandy-blonde-wrap-ponytail-clip-in-hair-extensions-12-16-22-26-inch-p463-1911_image__45128.1782310489.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/4469/chloeadair1_31__48082.1786355871.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/2140/Sandy_wm__81057.1786355871.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/2086/SANDY_-_FOXY_LOCKS_WRAP_AROUND_PONYTAIL_CLIP_IN_EXTENSIONS-__17960.1786355871.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/2141/Foxy_Locks_ponytail_shade__25953.1786355871.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/2048/12_Ponytail_Latte_Blonde-__26062.1786355871.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/2052/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__73538.1782310489.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/2051/16_Ponytail_Brondie-__59329.1786355871.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/2077/22_Ponytail_Hollywood_Blonde_3__92380.1786355871.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/347/images/2049/26_Ponytail_Brown_Black_1-__81183.1786355871.386.513.jpg?c=1","79.00","79.00","GBP","£","105"
"360","Hollywood Blonde - Wrap Ponytail Clip In Hair Extensions 12 / 16 / 22 Inch","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Hollywood Blonde

Shade Guide: Warm

Available in 12"", 16"" and 22""

Discover the elegance and simplicity of our clip-in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from three different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/hollywood-blonde-wrap-ponytail-clip-in-hair-extensions-12-16-22-inch/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/4339/Hollywood__12554__78614__10866.1782310338.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/4475/chloeadair1_37__60953.1786019204.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/1972/Hollywood_Clip_in_ponytails_wm__11221.1786019204.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/949/1557238782-92976000__73221.1786019204.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/1895/Hollywood__43845.1782310337.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/1973/Foxy_Locks_ponytail_shade__54194.1786019204.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/2038/12_Ponytail_Latte_Blonde-__37107.1786019204.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/2040/16_Ponytail_Brondie-__43757.1786019204.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/2065/22_Ponytail_Hollywood_Blonde_3__90488.1786019204.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/2039/26_Ponytail_Brown_Black_1-__09116.1786019204.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/360/images/2041/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__83508.1782310337.386.513.jpg?c=1","79.00","79.00","GBP","£","206"
"378","Honey Spice Ombre Wrap Ponytail Clip In Hair Extensions","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Honey Spice Ombre

Shade Guide: Neutral

Available in 26""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/honey-spice-ombre-wrap-ponytail-clip-in-hair-extensions/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/378/images/1970/Honey_Spice_wm__83823.1703007194.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/378/images/1724/foxy-locks-honey-spice-litetape-hair-extensions-tape-in-p975-4589_medium__35046__01096.1703087681.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/378/images/1971/Foxy_Locks_ponytail_shade__01529.1703087681.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/378/images/2034/12_Ponytail_Latte_Blonde-__57010.1703087681.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/378/images/2036/16_Ponytail_Brondie-__08957.1703087681.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/378/images/2075/22_Ponytail_Hollywood_Blonde_3__82743.1703087682.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/378/images/2035/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__19638.1703087681.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/378/images/2033/26_Ponytail_Brown_Black_1-__45017.1703087681.386.513.jpg?c=1","79.00","79.00","GBP","£","9"
"389","Silver Fox - Wrap Ponytail Clip In Hair Extensions 12 / 16 / 22 Inch","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Silver Fox

Shade Guide: Cool

Available in 12"", 16"" and 22""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from three different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/silver-fox-wrap-ponytail-clip-in-hair-extensions-12-16-22-inch/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/4338/Silver_Fox_new__26684__47664.1782310297.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/4474/chloeadair1_36__15282.1786019185.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/2143/Silver_Fox_clip_in_ponytail_wm__21038.1786019185.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/1969/Foxy_Locks_ponytail_shade__94189.1786019185.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/2029/12_Ponytail_Latte_Blonde-__82195.1786019185.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/2030/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__65538.1782310297.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/2031/16_Ponytail_Brondie-__58465.1786019185.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/2074/22_Ponytail_Hollywood_Blonde_3__81842.1786019185.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/389/images/2028/26_Ponytail_Brown_Black_1-__15576.1786019185.386.513.jpg?c=1","79.00","79.00","GBP","£","204"
"396","Iced Latte - Wrap Ponytail Clip In Hair Extensions 12 / 16 / 22 Inch","100% human hair wrap around Ponytail Extensions - Clip, wrap & go

Colour: Iced Latte

Shade Guide: Cool

Available in 12"", 16"" and 22""

Discover the elegance and simplicity of our clip in Ponytails, designed for a secure and comfortable fit with a smart comb and velcro attachment. Choose from three different lengths to perfectly match your style needs. Each Ponytail features thick, full ends for a naturally voluminous look from root to tip.

Crafted with premium quality hair, these Ponytails blend seamlessly with your own hair, offering a natural and polished appearance. They're not just about length; they add instant volume and a touch of glamour to your hairstyle in minutes.

Made from 100% human hair, our Ponytails are versatile enough to be styled just the way you like. Whether it's for a special occasion or everyday wear, upgrading your ponytail has never been easier.","https://foxylocks.com/iced-latte-wrap-ponytail-clip-in-hair-extensions-12-16-22-inch/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/4365/ChatGPT_Image_Jul_28_2026_02_24_16_PM_1__05298.1785415777.386.513.png?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/4340/Iced_Latte__82037__07861.1785415777.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/4481/chloeadair1_43__97980.1786019326.386.513.webp?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/846/1557242347-81021900__73680.1782310373.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/1961/Iced_Latte_wm__24628.1785415777.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/845/1658324176-04020200__14341.1785415777.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/1964/Foxy_Locks_ponytail_shade__55980.1785415777.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/2024/12_Ponytail_Latte_Blonde-__70626.1785415777.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/2026/16_Ponytail_Brondie-__68508.1785415777.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/847/foxy-locks-iced-latte-wrap-ponytail-clip-in-hair-extensions-12-16-22-26-inch-p445-4648_image__79527.1785415777.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/2025/26_inch_Ponytail_Cocoa_-_Millie_Bobby_Brown_from_Stranger_Things_hair_style__62729.1782310373.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/2073/22_Ponytail_Hollywood_Blonde_3__24469.1785415777.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/396/images/2023/26_Ponytail_Brown_Black_1-__91014.1785415777.386.513.jpg?c=1","79.00","79.00","GBP","£","23"
"397","L'amore Lashes ~ Luxury Silk Lashes ~ ALENA","DETAILS

A soft, triple layered wispy lash style perfect for those wanting to create a full, voluminous effect. Alena will give the illusion of super thick lashes from the criss-crossed layering and tapering style.

Volume

Medium

Length/Width

L: 15mm W: 30mm

Material

Luxury Silk

Band

Invisible band","https://foxylocks.com/lamore-lashes-luxury-silk-lashes-alena/","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/397/images/844/1565432875-58276800__03601.1675795723.386.513.jpg?c=1","https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/397/images/841/1565432880-30576600__39275.1785850055.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/397/images/842/1565434234-91817700__28301.1785850055.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/397/images/840/1565003087-31209300__93808.1675795722.386.513.jpg?c=1,https://cdn11.bigcommerce.com/s-b45rv8lmxa/products/397/images/843/1564664866-44589900__25757.1675795723.386.513.jpg?c=1","3.50","12.00","GBP","£","303"
